INFO: 2024/10/30 15:20:31 processclientlogic.go:99: Processing Client completed, total process had_lane_mark_line count: 12,  total process had_lane_link: 1, total time costs 7.5424ms
INFO: 2024/10/31 18:06:56 processclientlogic.go:99: Processing Client completed, total process had_lane_mark_line count: 100,  total process had_lane_link: 1, total time costs 207.3548ms
INFO: 2024/10/31 18:06:59 processclientlogic.go:99: Processing Client completed, total process had_lane_mark_line count: 100,  total process had_lane_link: 1, total time costs 113.6022ms
INFO: 2024/10/31 18:06:59 processclientlogic.go:99: Processing Client completed, total process had_lane_mark_line count: 100,  total process had_lane_link: 1, total time costs 86.2789ms
INFO: 2024/10/31 18:07:01 processclientlogic.go:99: Processing Client completed, total process had_lane_mark_line count: 100,  total process had_lane_link: 1, total time costs 78.3059ms
INFO: 2024/10/31 18:07:01 processclientlogic.go:99: Processing Client completed, total process had_lane_mark_line count: 100,  total process had_lane_link: 1, total time costs 72.4071ms
INFO: 2024/10/31 18:07:02 processclientlogic.go:99: Processing Client completed, total process had_lane_mark_line count: 100,  total process had_lane_link: 1, total time costs 77.3098ms
INFO: 2024/10/31 18:07:03 processclientlogic.go:99: Processing Client completed, total process had_lane_mark_line count: 100,  total process had_lane_link: 1, total time costs 101.9198ms
INFO: 2024/10/31 18:07:03 processclientlogic.go:99: Processing Client completed, total process had_lane_mark_line count: 100,  total process had_lane_link: 1, total time costs 85.7609ms
INFO: 2024/10/31 18:07:05 processclientlogic.go:99: Processing Client completed, total process had_lane_mark_line count: 100,  total process had_lane_link: 1, total time costs 71.7758ms
INFO: 2024/10/31 18:07:06 processclientlogic.go:99: Processing Client completed, total process had_lane_mark_line count: 100,  total process had_lane_link: 1, total time costs 4.0834ms
INFO: 2024/10/31 18:07:06 processclientlogic.go:99: Processing Client completed, total process had_lane_mark_line count: 100,  total process had_lane_link: 1, total time costs 4.5997ms
INFO: 2024/10/31 18:07:06 processclientlogic.go:99: Processing Client completed, total process had_lane_mark_line count: 100,  total process had_lane_link: 1, total time costs 82.5744ms
INFO: 2024/10/31 18:07:07 processclientlogic.go:99: Processing Client completed, total process had_lane_mark_line count: 100,  total process had_lane_link: 1, total time costs 13.3519ms
INFO: 2024/10/31 18:07:07 processclientlogic.go:99: Processing Client completed, total process had_lane_mark_line count: 100,  total process had_lane_link: 1, total time costs 5.6616ms
INFO: 2024/10/31 18:07:07 processclientlogic.go:99: Processing Client completed, total process had_lane_mark_line count: 100,  total process had_lane_link: 1, total time costs 4.6581ms
INFO: 2024/10/31 18:09:09 processclientlogic.go:99: Processing Client completed, total process had_lane_mark_line count: 100,  total process had_lane_link: 1, total time costs 1.9379ms
INFO: 2024/10/31 18:09:10 processclientlogic.go:99: Processing Client completed, total process had_lane_mark_line count: 100,  total process had_lane_link: 1, total time costs 999.6µs
INFO: 2024/10/31 18:09:10 processclientlogic.go:99: Processing Client completed, total process had_lane_mark_line count: 100,  total process had_lane_link: 1, total time costs 2.9296ms
INFO: 2024/10/31 18:09:10 processclientlogic.go:99: Processing Client completed, total process had_lane_mark_line count: 100,  total process had_lane_link: 1, total time costs 1.5826ms
INFO: 2024/10/31 18:09:10 processclientlogic.go:99: Processing Client completed, total process had_lane_mark_line count: 100,  total process had_lane_link: 1, total time costs 2.4327ms
INFO: 2024/10/31 18:09:10 processclientlogic.go:99: Processing Client completed, total process had_lane_mark_line count: 100,  total process had_lane_link: 1, total time costs 2.2791ms
INFO: 2024/10/31 18:09:10 processclientlogic.go:99: Processing Client completed, total process had_lane_mark_line count: 100,  total process had_lane_link: 1, total time costs 1.0553ms
INFO: 2024/10/31 18:09:10 processclientlogic.go:99: Processing Client completed, total process had_lane_mark_line count: 100,  total process had_lane_link: 1, total time costs 1.5866ms
INFO: 2024/10/31 18:09:10 processclientlogic.go:99: Processing Client completed, total process had_lane_mark_line count: 100,  total process had_lane_link: 1, total time costs 1.0748ms
INFO: 2024/10/31 18:09:34 processclientlogic.go:99: Processing Client completed, total process had_lane_mark_line count: 100,  total process had_lane_link: 1, total time costs 2.1975ms
INFO: 2024/10/31 18:09:34 processclientlogic.go:99: Processing Client completed, total process had_lane_mark_line count: 100,  total process had_lane_link: 1, total time costs 1.9694ms
INFO: 2024/10/31 18:09:35 processclientlogic.go:99: Processing Client completed, total process had_lane_mark_line count: 100,  total process had_lane_link: 1, total time costs 1.8337ms
INFO: 2024/10/31 18:09:35 processclientlogic.go:99: Processing Client completed, total process had_lane_mark_line count: 100,  total process had_lane_link: 1, total time costs 36.1662ms
INFO: 2024/10/31 18:09:35 processclientlogic.go:99: Processing Client completed, total process had_lane_mark_line count: 100,  total process had_lane_link: 1, total time costs 1.4956ms
INFO: 2024/10/31 18:09:35 processclientlogic.go:99: Processing Client completed, total process had_lane_mark_line count: 100,  total process had_lane_link: 1, total time costs 1.6817ms
INFO: 2024/10/31 18:09:35 processclientlogic.go:99: Processing Client completed, total process had_lane_mark_line count: 100,  total process had_lane_link: 1, total time costs 2.0092ms
INFO: 2024/10/31 18:09:35 processclientlogic.go:99: Processing Client completed, total process had_lane_mark_line count: 100,  total process had_lane_link: 1, total time costs 1.7101ms
INFO: 2024/10/31 18:09:35 processclientlogic.go:99: Processing Client completed, total process had_lane_mark_line count: 100,  total process had_lane_link: 1, total time costs 5.9498ms
INFO: 2024/10/31 18:10:43 processclientlogic.go:99: Processing Client completed, total process had_lane_mark_line count: 100,  total process had_lane_link: 1, total time costs 1.6208ms
INFO: 2024/10/31 18:10:43 processclientlogic.go:99: Processing Client completed, total process had_lane_mark_line count: 100,  total process had_lane_link: 1, total time costs 1.0692ms
INFO: 2024/10/31 18:10:43 processclientlogic.go:99: Processing Client completed, total process had_lane_mark_line count: 100,  total process had_lane_link: 1, total time costs 1.7409ms
INFO: 2024/10/31 18:10:43 processclientlogic.go:99: Processing Client completed, total process had_lane_mark_line count: 100,  total process had_lane_link: 1, total time costs 1.8616ms
INFO: 2024/10/31 18:10:43 processclientlogic.go:99: Processing Client completed, total process had_lane_mark_line count: 100,  total process had_lane_link: 1, total time costs 1.664ms
INFO: 2024/10/31 18:10:43 processclientlogic.go:99: Processing Client completed, total process had_lane_mark_line count: 100,  total process had_lane_link: 1, total time costs 39.9221ms
INFO: 2024/10/31 18:10:43 processclientlogic.go:99: Processing Client completed, total process had_lane_mark_line count: 100,  total process had_lane_link: 1, total time costs 5.7003ms
INFO: 2024/10/31 18:10:43 processclientlogic.go:99: Processing Client completed, total process had_lane_mark_line count: 100,  total process had_lane_link: 1, total time costs 2.2728ms
INFO: 2024/10/31 18:10:43 processclientlogic.go:99: Processing Client completed, total process had_lane_mark_line count: 100,  total process had_lane_link: 1, total time costs 1.1142ms
INFO: 2024/10/31 18:11:16 processclientlogic.go:99: Processing Client completed, total process had_lane_mark_line count: 100,  total process had_lane_link: 1, total time costs 1.6069ms
INFO: 2024/10/31 18:11:17 processclientlogic.go:99: Processing Client completed, total process had_lane_mark_line count: 100,  total process had_lane_link: 1, total time costs 2.0001ms
INFO: 2024/10/31 18:11:18 processclientlogic.go:99: Processing Client completed, total process had_lane_mark_line count: 100,  total process had_lane_link: 1, total time costs 1.6458ms
INFO: 2024/10/31 18:11:19 processclientlogic.go:99: Processing Client completed, total process had_lane_mark_line count: 100,  total process had_lane_link: 1, total time costs 6.6291ms
INFO: 2024/10/31 18:11:20 processclientlogic.go:99: Processing Client completed, total process had_lane_mark_line count: 100,  total process had_lane_link: 1, total time costs 2.8869ms
INFO: 2024/10/31 18:11:21 processclientlogic.go:99: Processing Client completed, total process had_lane_mark_line count: 100,  total process had_lane_link: 1, total time costs 4.5178ms
INFO: 2024/10/31 18:11:22 processclientlogic.go:99: Processing Client completed, total process had_lane_mark_line count: 100,  total process had_lane_link: 1, total time costs 4.8169ms
INFO: 2024/10/31 18:11:23 processclientlogic.go:99: Processing Client completed, total process had_lane_mark_line count: 100,  total process had_lane_link: 1, total time costs 2.3562ms
INFO: 2024/10/31 18:11:25 processclientlogic.go:99: Processing Client completed, total process had_lane_mark_line count: 100,  total process had_lane_link: 1, total time costs 3.5005ms
INFO: 2024/10/31 18:11:26 processclientlogic.go:99: Processing Client completed, total process had_lane_mark_line count: 100,  total process had_lane_link: 1, total time costs 6.0794ms
INFO: 2024/10/31 18:11:44 processclientlogic.go:99: Processing Client completed, total process had_lane_mark_line count: 100,  total process had_lane_link: 1, total time costs 274.1863ms
INFO: 2024/10/31 18:11:46 processclientlogic.go:99: Processing Client completed, total process had_lane_mark_line count: 100,  total process had_lane_link: 1, total time costs 165.2592ms
INFO: 2024/10/31 18:11:47 processclientlogic.go:99: Processing Client completed, total process had_lane_mark_line count: 100,  total process had_lane_link: 1, total time costs 184.1126ms
INFO: 2024/10/31 18:11:48 processclientlogic.go:99: Processing Client completed, total process had_lane_mark_line count: 100,  total process had_lane_link: 1, total time costs 293.3792ms
INFO: 2024/10/31 18:11:50 processclientlogic.go:99: Processing Client completed, total process had_lane_mark_line count: 100,  total process had_lane_link: 1, total time costs 118.1641ms
INFO: 2024/10/31 18:11:51 processclientlogic.go:99: Processing Client completed, total process had_lane_mark_line count: 100,  total process had_lane_link: 1, total time costs 63.4293ms
INFO: 2024/10/31 18:11:53 processclientlogic.go:99: Processing Client completed, total process had_lane_mark_line count: 100,  total process had_lane_link: 1, total time costs 52.7759ms
INFO: 2024/10/31 18:11:54 processclientlogic.go:99: Processing Client completed, total process had_lane_mark_line count: 100,  total process had_lane_link: 1, total time costs 54.2876ms
INFO: 2024/10/31 18:11:55 processclientlogic.go:99: Processing Client completed, total process had_lane_mark_line count: 100,  total process had_lane_link: 1, total time costs 55.8496ms
INFO: 2024/10/31 18:13:43 processclientlogic.go:99: Processing Client completed, total process had_lane_mark_line count: 100,  total process had_lane_link: 100, total time costs 1.1530887s
INFO: 2024/10/31 18:13:59 processclientlogic.go:99: Processing Client completed, total process had_lane_mark_line count: 100,  total process had_lane_link: 100, total time costs 629.6793ms
INFO: 2024/10/31 18:14:01 processclientlogic.go:99: Processing Client completed, total process had_lane_mark_line count: 100,  total process had_lane_link: 100, total time costs 522.9933ms
INFO: 2024/10/31 18:14:04 processclientlogic.go:99: Processing Client completed, total process had_lane_mark_line count: 100,  total process had_lane_link: 100, total time costs 762.8048ms
INFO: 2024/10/31 18:14:07 processclientlogic.go:99: Processing Client completed, total process had_lane_mark_line count: 100,  total process had_lane_link: 100, total time costs 573.9392ms
INFO: 2024/10/31 18:14:10 processclientlogic.go:99: Processing Client completed, total process had_lane_mark_line count: 100,  total process had_lane_link: 100, total time costs 511.8922ms
INFO: 2024/10/31 18:14:12 processclientlogic.go:99: Processing Client completed, total process had_lane_mark_line count: 100,  total process had_lane_link: 100, total time costs 548.7758ms
INFO: 2024/10/31 18:14:15 processclientlogic.go:99: Processing Client completed, total process had_lane_mark_line count: 100,  total process had_lane_link: 100, total time costs 562.3819ms
INFO: 2024/10/31 18:14:18 processclientlogic.go:99: Processing Client completed, total process had_lane_mark_line count: 100,  total process had_lane_link: 100, total time costs 609.5718ms
INFO: 2024/10/31 18:14:21 processclientlogic.go:99: Processing Client completed, total process had_lane_mark_line count: 100,  total process had_lane_link: 100, total time costs 609.8597ms
INFO: 2024/10/31 18:14:23 processclientlogic.go:99: Processing Client completed, total process had_lane_mark_line count: 100,  total process had_lane_link: 100, total time costs 581.5784ms
INFO: 2024/10/31 18:14:44 processclientlogic.go:99: Processing Client completed, total process had_lane_mark_line count: 100,  total process had_lane_link: 100, total time costs 767.9717ms
INFO: 2024/10/31 18:14:46 processclientlogic.go:99: Processing Client completed, total process had_lane_mark_line count: 100,  total process had_lane_link: 100, total time costs 518.7455ms
INFO: 2024/10/31 18:14:48 processclientlogic.go:99: Processing Client completed, total process had_lane_mark_line count: 100,  total process had_lane_link: 100, total time costs 512.7427ms
INFO: 2024/10/31 18:14:49 processclientlogic.go:99: Processing Client completed, total process had_lane_mark_line count: 100,  total process had_lane_link: 100, total time costs 518.0863ms
INFO: 2024/10/31 18:14:51 processclientlogic.go:99: Processing Client completed, total process had_lane_mark_line count: 100,  total process had_lane_link: 100, total time costs 567.4863ms
INFO: 2024/10/31 18:17:08 processclientlogic.go:99: Processing Client completed, total process had_lane_mark_line count: 200,  total process had_lane_link: 100, total time costs 1.2191458s
INFO: 2024/10/31 18:17:10 processclientlogic.go:99: Processing Client completed, total process had_lane_mark_line count: 200,  total process had_lane_link: 100, total time costs 994.7723ms
INFO: 2024/10/31 18:17:12 processclientlogic.go:99: Processing Client completed, total process had_lane_mark_line count: 200,  total process had_lane_link: 100, total time costs 1.0365493s
INFO: 2024/10/31 18:17:14 processclientlogic.go:99: Processing Client completed, total process had_lane_mark_line count: 200,  total process had_lane_link: 100, total time costs 961.5493ms
INFO: 2024/10/31 18:17:16 processclientlogic.go:99: Processing Client completed, total process had_lane_mark_line count: 200,  total process had_lane_link: 100, total time costs 937.8546ms
INFO: 2024/10/31 18:17:19 processclientlogic.go:99: Processing Client completed, total process had_lane_mark_line count: 200,  total process had_lane_link: 100, total time costs 1.0192242s
INFO: 2024/10/31 18:17:21 processclientlogic.go:99: Processing Client completed, total process had_lane_mark_line count: 200,  total process had_lane_link: 100, total time costs 1.0522212s
INFO: 2024/10/31 18:17:23 processclientlogic.go:99: Processing Client completed, total process had_lane_mark_line count: 200,  total process had_lane_link: 100, total time costs 955.6241ms
INFO: 2024/10/31 18:17:25 processclientlogic.go:99: Processing Client completed, total process had_lane_mark_line count: 200,  total process had_lane_link: 100, total time costs 944.2999ms
INFO: 2024/10/31 18:17:27 processclientlogic.go:99: Processing Client completed, total process had_lane_mark_line count: 200,  total process had_lane_link: 100, total time costs 1.0423831s
INFO: 2024/10/31 18:36:49 processclientlogic.go:99: Processing Client completed, total process had_lane_mark_line count: 200,  total process had_lane_link: 200, total time costs 3.0665149s
INFO: 2024/10/31 18:36:53 processclientlogic.go:99: Processing Client completed, total process had_lane_mark_line count: 200,  total process had_lane_link: 200, total time costs 3.0238684s
INFO: 2024/10/31 18:36:57 processclientlogic.go:99: Processing Client completed, total process had_lane_mark_line count: 200,  total process had_lane_link: 200, total time costs 3.0185717s
INFO: 2024/10/31 18:37:01 processclientlogic.go:99: Processing Client completed, total process had_lane_mark_line count: 200,  total process had_lane_link: 200, total time costs 3.0430006s
INFO: 2024/10/31 18:37:05 processclientlogic.go:99: Processing Client completed, total process had_lane_mark_line count: 200,  total process had_lane_link: 200, total time costs 3.029726s
INFO: 2024/10/31 18:37:09 processclientlogic.go:99: Processing Client completed, total process had_lane_mark_line count: 200,  total process had_lane_link: 200, total time costs 3.0188328s
INFO: 2024/10/31 18:37:14 processclientlogic.go:99: Processing Client completed, total process had_lane_mark_line count: 200,  total process had_lane_link: 200, total time costs 3.012032s
INFO: 2024/10/31 18:37:18 processclientlogic.go:99: Processing Client completed, total process had_lane_mark_line count: 200,  total process had_lane_link: 200, total time costs 3.0221497s
INFO: 2024/10/31 18:37:22 processclientlogic.go:99: Processing Client completed, total process had_lane_mark_line count: 200,  total process had_lane_link: 200, total time costs 3.0048289s
INFO: 2024/10/31 18:37:26 processclientlogic.go:99: Processing Client completed, total process had_lane_mark_line count: 200,  total process had_lane_link: 200, total time costs 3.0058453s
INFO: 2024/10/31 18:51:21 processclientlogic.go:99: Processing Client completed, total process had_lane_mark_line count: 300,  total process had_lane_link: 200, total time costs 3.0099692s
INFO: 2024/10/31 18:51:25 processclientlogic.go:99: Processing Client completed, total process had_lane_mark_line count: 300,  total process had_lane_link: 200, total time costs 3.0143961s
INFO: 2024/10/31 18:51:30 processclientlogic.go:99: Processing Client completed, total process had_lane_mark_line count: 300,  total process had_lane_link: 200, total time costs 3.0074264s
INFO: 2024/10/31 18:51:34 processclientlogic.go:99: Processing Client completed, total process had_lane_mark_line count: 300,  total process had_lane_link: 200, total time costs 3.0491913s
INFO: 2024/10/31 18:51:38 processclientlogic.go:99: Processing Client completed, total process had_lane_mark_line count: 300,  total process had_lane_link: 200, total time costs 3.0071035s
INFO: 2024/10/31 18:51:42 processclientlogic.go:99: Processing Client completed, total process had_lane_mark_line count: 300,  total process had_lane_link: 200, total time costs 3.0093288s
INFO: 2024/10/31 18:51:46 processclientlogic.go:99: Processing Client completed, total process had_lane_mark_line count: 300,  total process had_lane_link: 200, total time costs 3.0066378s
INFO: 2024/10/31 18:51:50 processclientlogic.go:99: Processing Client completed, total process had_lane_mark_line count: 300,  total process had_lane_link: 200, total time costs 3.0013592s
INFO: 2024/10/31 18:51:54 processclientlogic.go:99: Processing Client completed, total process had_lane_mark_line count: 300,  total process had_lane_link: 200, total time costs 3.0055461s
INFO: 2024/10/31 18:51:58 processclientlogic.go:99: Processing Client completed, total process had_lane_mark_line count: 300,  total process had_lane_link: 200, total time costs 3.007123s
INFO: 2024/10/31 18:59:33 processclientlogic.go:99: Processing Client completed, total process had_lane_mark_line count: 300,  total process had_lane_link: 300, total time costs 3.0102968s
INFO: 2024/10/31 18:59:37 processclientlogic.go:99: Processing Client completed, total process had_lane_mark_line count: 300,  total process had_lane_link: 300, total time costs 3.0188105s
INFO: 2024/10/31 18:59:41 processclientlogic.go:99: Processing Client completed, total process had_lane_mark_line count: 300,  total process had_lane_link: 300, total time costs 3.0074877s
INFO: 2024/10/31 18:59:45 processclientlogic.go:99: Processing Client completed, total process had_lane_mark_line count: 300,  total process had_lane_link: 300, total time costs 3.0554308s
INFO: 2024/10/31 18:59:50 processclientlogic.go:99: Processing Client completed, total process had_lane_mark_line count: 300,  total process had_lane_link: 300, total time costs 3.1370062s
INFO: 2024/10/31 18:59:54 processclientlogic.go:99: Processing Client completed, total process had_lane_mark_line count: 300,  total process had_lane_link: 300, total time costs 3.1500826s
INFO: 2024/10/31 18:59:58 processclientlogic.go:99: Processing Client completed, total process had_lane_mark_line count: 300,  total process had_lane_link: 300, total time costs 3.0901361s
INFO: 2024/10/31 19:00:02 processclientlogic.go:99: Processing Client completed, total process had_lane_mark_line count: 300,  total process had_lane_link: 300, total time costs 3.12917s
INFO: 2024/10/31 19:00:06 processclientlogic.go:99: Processing Client completed, total process had_lane_mark_line count: 300,  total process had_lane_link: 300, total time costs 3.0165444s
INFO: 2024/10/31 19:00:11 processclientlogic.go:99: Processing Client completed, total process had_lane_mark_line count: 300,  total process had_lane_link: 300, total time costs 3.0869125s
INFO: 2024/10/31 19:03:53 processclientlogic.go:99: Processing Client completed, total process had_lane_mark_line count: 300,  total process had_lane_link: 300, total time costs 54.9ms
INFO: 2024/10/31 19:03:55 processclientlogic.go:99: Processing Client completed, total process had_lane_mark_line count: 300,  total process had_lane_link: 300, total time costs 59.1281ms
INFO: 2024/10/31 19:03:56 processclientlogic.go:99: Processing Client completed, total process had_lane_mark_line count: 300,  total process had_lane_link: 300, total time costs 59.1816ms
INFO: 2024/10/31 19:03:57 processclientlogic.go:99: Processing Client completed, total process had_lane_mark_line count: 300,  total process had_lane_link: 300, total time costs 65.4951ms
INFO: 2024/10/31 19:03:58 processclientlogic.go:99: Processing Client completed, total process had_lane_mark_line count: 300,  total process had_lane_link: 300, total time costs 54.7202ms
INFO: 2024/10/31 19:03:59 processclientlogic.go:99: Processing Client completed, total process had_lane_mark_line count: 300,  total process had_lane_link: 300, total time costs 54.4164ms
INFO: 2024/10/31 19:04:01 processclientlogic.go:99: Processing Client completed, total process had_lane_mark_line count: 300,  total process had_lane_link: 300, total time costs 70.6976ms
INFO: 2024/10/31 19:04:02 processclientlogic.go:99: Processing Client completed, total process had_lane_mark_line count: 300,  total process had_lane_link: 300, total time costs 77.4428ms
INFO: 2024/10/31 19:04:03 processclientlogic.go:99: Processing Client completed, total process had_lane_mark_line count: 300,  total process had_lane_link: 300, total time costs 65.603ms
INFO: 2024/10/31 19:04:04 processclientlogic.go:99: Processing Client completed, total process had_lane_mark_line count: 300,  total process had_lane_link: 300, total time costs 53.9964ms
INFO: 2024/10/31 19:12:19 processclientlogic.go:99: Processing Client completed, total process had_lane_mark_line count: 300,  total process had_lane_link: 300, total time costs 74.1187ms
INFO: 2024/10/31 19:12:20 processclientlogic.go:99: Processing Client completed, total process had_lane_mark_line count: 300,  total process had_lane_link: 300, total time costs 62.0054ms
INFO: 2024/10/31 19:12:21 processclientlogic.go:99: Processing Client completed, total process had_lane_mark_line count: 300,  total process had_lane_link: 300, total time costs 229.6726ms
INFO: 2024/10/31 19:12:23 processclientlogic.go:99: Processing Client completed, total process had_lane_mark_line count: 300,  total process had_lane_link: 300, total time costs 57.2665ms
INFO: 2024/10/31 19:12:24 processclientlogic.go:99: Processing Client completed, total process had_lane_mark_line count: 300,  total process had_lane_link: 300, total time costs 71.2232ms
INFO: 2024/10/31 19:12:25 processclientlogic.go:99: Processing Client completed, total process had_lane_mark_line count: 300,  total process had_lane_link: 300, total time costs 72.7447ms
INFO: 2024/10/31 19:12:26 processclientlogic.go:99: Processing Client completed, total process had_lane_mark_line count: 300,  total process had_lane_link: 300, total time costs 1.6871ms
INFO: 2024/10/31 19:12:28 processclientlogic.go:99: Processing Client completed, total process had_lane_mark_line count: 100,  total process had_lane_link: 1, total time costs 2.3384ms
INFO: 2024/10/31 19:12:28 processclientlogic.go:99: Processing Client completed, total process had_lane_mark_line count: 300,  total process had_lane_link: 300, total time costs 41.9914ms
INFO: 2024/10/31 19:12:29 processclientlogic.go:99: Processing Client completed, total process had_lane_mark_line count: 300,  total process had_lane_link: 300, total time costs 55.4664ms
INFO: 2024/10/31 19:12:30 processclientlogic.go:99: Processing Client completed, total process had_lane_mark_line count: 300,  total process had_lane_link: 300, total time costs 53.9421ms
INFO: 2024/10/31 19:12:37 processclientlogic.go:99: Processing Client completed, total process had_lane_mark_line count: 100,  total process had_lane_link: 1, total time costs 24.9254ms
INFO: 2024/10/31 20:26:13 processclientlogic.go:99: Processing Client completed, total process had_lane_mark_line count: 100,  total process had_lane_link: 1, total time costs 31.0097ms
INFO: 2024/10/31 20:29:10 processclientlogic.go:99: Processing Client completed, total process had_lane_mark_line count: 100,  total process had_lane_link: 1, total time costs 254.6885ms
INFO: 2024/10/31 20:29:15 processclientlogic.go:99: Processing Client completed, total process had_lane_mark_line count: 100,  total process had_lane_link: 1, total time costs 57.38ms
INFO: 2024/10/31 20:29:35 processclientlogic.go:99: Processing Client completed, total process had_lane_mark_line count: 300,  total process had_lane_link: 300, total time costs 3.0131231s
INFO: 2024/10/31 20:29:39 processclientlogic.go:99: Processing Client completed, total process had_lane_mark_line count: 300,  total process had_lane_link: 300, total time costs 3.0284482s
INFO: 2024/10/31 20:29:44 processclientlogic.go:99: Processing Client completed, total process had_lane_mark_line count: 300,  total process had_lane_link: 300, total time costs 3.0368888s
INFO: 2024/10/31 20:29:48 processclientlogic.go:99: Processing Client completed, total process had_lane_mark_line count: 300,  total process had_lane_link: 300, total time costs 3.0389173s
INFO: 2024/10/31 20:29:52 processclientlogic.go:99: Processing Client completed, total process had_lane_mark_line count: 300,  total process had_lane_link: 300, total time costs 3.0775387s
INFO: 2024/10/31 20:29:56 processclientlogic.go:99: Processing Client completed, total process had_lane_mark_line count: 300,  total process had_lane_link: 300, total time costs 3.1351724s
INFO: 2024/10/31 20:30:00 processclientlogic.go:99: Processing Client completed, total process had_lane_mark_line count: 300,  total process had_lane_link: 300, total time costs 3.1504565s
INFO: 2024/10/31 20:30:05 processclientlogic.go:99: Processing Client completed, total process had_lane_mark_line count: 300,  total process had_lane_link: 300, total time costs 3.2085748s
INFO: 2024/10/31 20:30:09 processclientlogic.go:99: Processing Client completed, total process had_lane_mark_line count: 300,  total process had_lane_link: 300, total time costs 3.2206508s
INFO: 2024/10/31 20:30:13 processclientlogic.go:99: Processing Client completed, total process had_lane_mark_line count: 300,  total process had_lane_link: 300, total time costs 3.2614385s
INFO: 2024/10/31 20:30:15 processclientlogic.go:99: Processing Client completed, total process had_lane_mark_line count: 100,  total process had_lane_link: 1, total time costs 431.4546ms
INFO: 2024/10/31 20:32:04 processclientlogic.go:99: Processing Client completed, total process had_lane_mark_line count: 300,  total process had_lane_link: 300, total time costs 3.0260112s
INFO: 2024/10/31 20:32:08 processclientlogic.go:99: Processing Client completed, total process had_lane_mark_line count: 300,  total process had_lane_link: 300, total time costs 3.0153964s
INFO: 2024/10/31 20:32:11 processclientlogic.go:99: Processing Client completed, total process had_lane_mark_line count: 300,  total process had_lane_link: 300, total time costs 3.0486484s
INFO: 2024/10/31 20:32:14 processclientlogic.go:99: Processing Client completed, total process had_lane_mark_line count: 300,  total process had_lane_link: 300, total time costs 3.1727922s
INFO: 2024/10/31 20:32:18 processclientlogic.go:99: Processing Client completed, total process had_lane_mark_line count: 300,  total process had_lane_link: 300, total time costs 3.2278385s
INFO: 2024/10/31 20:32:21 processclientlogic.go:99: Processing Client completed, total process had_lane_mark_line count: 300,  total process had_lane_link: 300, total time costs 3.1245666s
INFO: 2024/10/31 20:32:24 processclientlogic.go:99: Processing Client completed, total process had_lane_mark_line count: 300,  total process had_lane_link: 300, total time costs 3.0976736s
INFO: 2024/10/31 20:32:27 processclientlogic.go:99: Processing Client completed, total process had_lane_mark_line count: 300,  total process had_lane_link: 300, total time costs 3.129812s
INFO: 2024/10/31 20:32:31 processclientlogic.go:99: Processing Client completed, total process had_lane_mark_line count: 300,  total process had_lane_link: 300, total time costs 3.2047362s
INFO: 2024/10/31 20:32:34 processclientlogic.go:99: Processing Client completed, total process had_lane_mark_line count: 300,  total process had_lane_link: 300, total time costs 3.1612674s
INFO: 2024/10/31 20:33:15 processclientlogic.go:99: Processing Client completed, total process had_lane_mark_line count: 300,  total process had_lane_link: 300, total time costs 3.0297012s
INFO: 2024/10/31 20:35:31 processclientlogic.go:104: Processing Client completed, total process had_lane_mark_line count: 300,  total process had_lane_link: 300, total time costs 0s
INFO: 2024/10/31 20:35:52 processclientlogic.go:104: Processing Client completed, total process had_lane_mark_line count: 300,  total process had_lane_link: 300, total time costs 505.4µs
INFO: 2024/10/31 20:35:52 processclientlogic.go:104: Processing Client completed, total process had_lane_mark_line count: 300,  total process had_lane_link: 300, total time costs 0s
INFO: 2024/10/31 20:35:52 processclientlogic.go:104: Processing Client completed, total process had_lane_mark_line count: 300,  total process had_lane_link: 300, total time costs 0s
INFO: 2024/10/31 20:35:53 processclientlogic.go:104: Processing Client completed, total process had_lane_mark_line count: 300,  total process had_lane_link: 300, total time costs 1ms
INFO: 2024/10/31 20:35:53 processclientlogic.go:104: Processing Client completed, total process had_lane_mark_line count: 300,  total process had_lane_link: 300, total time costs 0s
INFO: 2024/10/31 20:35:53 processclientlogic.go:104: Processing Client completed, total process had_lane_mark_line count: 300,  total process had_lane_link: 300, total time costs 0s
INFO: 2024/10/31 20:35:54 processclientlogic.go:104: Processing Client completed, total process had_lane_mark_line count: 300,  total process had_lane_link: 300, total time costs 0s
INFO: 2024/10/31 20:35:54 processclientlogic.go:104: Processing Client completed, total process had_lane_mark_line count: 300,  total process had_lane_link: 300, total time costs 0s
INFO: 2024/10/31 20:35:54 processclientlogic.go:104: Processing Client completed, total process had_lane_mark_line count: 300,  total process had_lane_link: 300, total time costs 0s
INFO: 2024/10/31 20:35:55 processclientlogic.go:104: Processing Client completed, total process had_lane_mark_line count: 300,  total process had_lane_link: 300, total time costs 0s
INFO: 2024/10/31 21:24:15 processclientlogic.go:104: Processing Client completed, total process had_lane_mark_line count: 300,  total process had_lane_link: 300, total time costs 692.2572ms
INFO: 2024/10/31 21:24:23 processclientlogic.go:104: Processing Client completed, total process had_lane_mark_line count: 300,  total process had_lane_link: 300, total time costs 1.4715888s
INFO: 2024/10/31 21:24:24 processclientlogic.go:104: Processing Client completed, total process had_lane_mark_line count: 300,  total process had_lane_link: 300, total time costs 352.7211ms
INFO: 2024/10/31 21:24:27 processclientlogic.go:104: Processing Client completed, total process had_lane_mark_line count: 300,  total process had_lane_link: 300, total time costs 1.3502395s
